iter	F1	Logloss
0	0.7653846154	0.5663063945
1	0.7868217054	0.4672272833
2	0.79296875	0.4197734729
3	0.7969052224	0.3910715218
4	0.8167938931	0.3758615964
5	0.819047619	0.3603633093
6	0.8167938931	0.3526889533
7	0.8129770992	0.347316781
8	0.8129770992	0.3407177454
9	0.8122605364	0.3323744398
10	0.8174904943	0.3257453861
11	0.8212927757	0.3233503005
12	0.825095057	0.3219715551
13	0.8320610687	0.3192969438
14	0.8352490421	0.3150332629
15	0.8421052632	0.3097382674
16	0.84765625	0.3042972403
17	0.84375	0.302018183
18	0.8515625	0.2970848731
19	0.8521400778	0.2931275294
20	0.8532289628	0.285665143
21	0.85546875	0.2835907584
22	0.85546875	0.282004108
23	0.85546875	0.2794937397
24	0.85546875	0.2770126413
25	0.85546875	0.274381417
26	0.85546875	0.2737531905
27	0.85546875	0.2714112014
28	0.8682170543	0.2694865003
29	0.8682170543	0.2679138771
30	0.8682170543	0.2670433525
31	0.8682170543	0.2655717981
32	0.8682170543	0.2641415305
33	0.8704061896	0.2619496463
34	0.8742746615	0.2586626337
35	0.8742746615	0.256921107
36	0.8742746615	0.2551527444
37	0.8786127168	0.2530639388
38	0.8769230769	0.249644343
39	0.8769230769	0.2488081246
40	0.8790786948	0.2472773845
41	0.8769230769	0.2451504771
42	0.8884615385	0.2399813511
43	0.8923076923	0.2354592324
44	0.894026975	0.2312976751
45	0.9034749035	0.2261262397
46	0.8996138996	0.2246904915
47	0.9013539652	0.2218856946
48	0.9069767442	0.2194744425
49	0.9031007752	0.2166419916
50	0.9031007752	0.2164279676
51	0.9031007752	0.2149142042
52	0.9013539652	0.2133692575
53	0.9052224371	0.2104141513
54	0.9090909091	0.2084648911
55	0.9090909091	0.2071918889
56	0.9111969112	0.2059749451
57	0.9153846154	0.2031453072
58	0.9153846154	0.2020793836
59	0.9174664107	0.2007071957
60	0.9174664107	0.1995084388
61	0.9174664107	0.1988742343
62	0.9174664107	0.1983949642
63	0.9174664107	0.197432092
64	0.9174664107	0.1969906825
65	0.9192307692	0.1940747706
66	0.9210019268	0.1924698228
67	0.9210019268	0.1914938033
68	0.9210019268	0.1909706657
69	0.9227799228	0.1890863803
70	0.9227799228	0.1884088788
71	0.9269230769	0.1859072952
72	0.9269230769	0.185285366
73	0.9269230769	0.185042898
74	0.9289827255	0.1828058947
75	0.9310344828	0.1812537392
76	0.9330783939	0.1788867528
77	0.9289827255	0.1783272585
78	0.9348659004	0.1755674793
79	0.9348659004	0.1734678255
80	0.9348659004	0.1731095776
81	0.9348659004	0.1709144745
82	0.9369024857	0.1694402904
83	0.9389312977	0.1659883009
84	0.9407265774	0.1642589015
85	0.9389312977	0.1620794641
86	0.9389312977	0.1616301145
87	0.9389312977	0.1614052966
88	0.9389312977	0.1608824492
89	0.9427480916	0.1599175535
90	0.9389312977	0.1586848625
91	0.9407265774	0.1578802291
92	0.9427480916	0.1562239544
93	0.9467680608	0.1542179929
94	0.9467680608	0.1535838794
95	0.9487666034	0.1521345447
96	0.9487666034	0.1513223207
97	0.9487666034	0.1495556409
98	0.9487666034	0.1493558494
99	0.9487666034	0.1484268085
100	0.946969697	0.1475795837
101	0.9487666034	0.1471529291
102	0.9487666034	0.1453388907
103	0.9487666034	0.1440961031
104	0.9487666034	0.1435616941
105	0.9487666034	0.1425014517
106	0.9507575758	0.1413972446
107	0.9507575758	0.1390279544
108	0.9507575758	0.137883199
109	0.9507575758	0.1369755043
110	0.9507575758	0.1360835099
111	0.9507575758	0.1344009611
112	0.9527410208	0.1341928141
113	0.9547169811	0.1322652419
114	0.9547169811	0.1313605045
115	0.9547169811	0.1304253542
116	0.9547169811	0.1296996386
117	0.9547169811	0.128993846
118	0.9547169811	0.12793923
119	0.9547169811	0.1273624493
120	0.9547169811	0.1266327191
121	0.9547169811	0.1255245675
122	0.9547169811	0.1241916616
123	0.9547169811	0.1237045695
124	0.9547169811	0.1232794456
125	0.9547169811	0.1223752019
126	0.9547169811	0.1220347349
127	0.9547169811	0.121962745
128	0.9547169811	0.1207680651
129	0.9547169811	0.1204328154
130	0.9566854991	0.1187802783
131	0.9566854991	0.118503266
132	0.9566854991	0.1181741477
133	0.9586466165	0.1173909616
134	0.9586466165	0.1167988285
135	0.9606003752	0.1159674331
136	0.9606003752	0.1147767426
137	0.9606003752	0.1140585357
138	0.9625468165	0.1122464213
139	0.9643527205	0.1119628434
140	0.9662921348	0.1073101914
141	0.9662921348	0.1070658611
142	0.9643527205	0.1068036545
143	0.9643527205	0.1053656345
144	0.9643527205	0.1047234051
145	0.9643527205	0.1037213884
146	0.9643527205	0.1034219392
147	0.9644859813	0.1027596146
148	0.9662921348	0.102013767
149	0.9644859813	0.1014478165
150	0.9644859813	0.1011205274
151	0.9682242991	0.1003532074
152	0.9682242991	0.09990934687
153	0.9682242991	0.09971349633
154	0.9700374532	0.09916674177
155	0.9700374532	0.09846783292
156	0.9700374532	0.09794987239
157	0.9700374532	0.09745814367
158	0.9700374532	0.09533531204
159	0.9700374532	0.09513825237
160	0.9700374532	0.09454203979
161	0.9700374532	0.09338763795
162	0.9700374532	0.09315278708
