iter	F1	Logloss
0	0.7185840708	0.6206771687
1	0.7208480565	0.5666127616
2	0.7186932849	0.5221788725
3	0.7285714286	0.4996387149
4	0.7302752294	0.4953867198
5	0.7279411765	0.4902182805
6	0.7293233083	0.4842122901
7	0.7316176471	0.4733110598
8	0.7339449541	0.4642749067
9	0.7422303473	0.4537626847
10	0.7384044527	0.4487202204
11	0.7397769517	0.4441191273
12	0.7397769517	0.4440800294
13	0.7397769517	0.4395906106
14	0.7421150278	0.4349603871
15	0.7421150278	0.4330205887
16	0.7434944238	0.4318252609
17	0.7421150278	0.4277341211
18	0.7472118959	0.42261608
19	0.7472118959	0.421949819
20	0.7509433962	0.4152745611
21	0.752362949	0.4117705133
22	0.752362949	0.4117703551
23	0.7547169811	0.4093436333
24	0.758490566	0.4083918672
25	0.7593984962	0.4069148402
26	0.7590132827	0.4025634587
27	0.7590132827	0.3973758732
28	0.7575757576	0.3967732055
29	0.7689393939	0.3916886155
30	0.7660377358	0.3904753183
31	0.7677902622	0.3901732276
32	0.7738317757	0.388557926
33	0.7692307692	0.3884260779
34	0.7692307692	0.3884252947
35	0.7735849057	0.3837667267
36	0.7842401501	0.3824335927
37	0.7865168539	0.3805081446
38	0.785046729	0.3801087438
39	0.785046729	0.3799719778
40	0.785046729	0.379967122
41	0.7842401501	0.3741848171
42	0.7842401501	0.3740224685
43	0.7849056604	0.3709032976
44	0.7857142857	0.3686703221
45	0.7857142857	0.3681333839
46	0.7871939736	0.3668095236
47	0.7878787879	0.3668055835
48	0.7931688805	0.3610303909
49	0.7931688805	0.3610302072
50	0.7992351816	0.3573145796
51	0.7992351816	0.353907344
52	0.8007662835	0.3508898522
53	0.8030592734	0.3495901354
54	0.8030592734	0.3488762567
55	0.8068833652	0.3437997059
56	0.8068833652	0.3424859311
57	0.820415879	0.3300274702
58	0.820415879	0.3247622666
59	0.8212927757	0.3235721834
60	0.8235294118	0.3203034232
61	0.8355387524	0.3122093962
62	0.8441064639	0.3082725606
63	0.8423076923	0.3065745552
64	0.845124283	0.3048059242
65	0.845124283	0.3038761722
66	0.8505747126	0.2988855678
67	0.846743295	0.293707054
68	0.8549618321	0.2875463422
69	0.8659003831	0.28472347
70	0.8615384615	0.2798301768
71	0.8631984586	0.2790587572
72	0.8653846154	0.2785425168
73	0.8697318008	0.2743680447
74	0.8697318008	0.2723137153
75	0.8697318008	0.2710318453
76	0.8735632184	0.269078966
77	0.8735632184	0.2678124092
78	0.8697318008	0.2628014563
79	0.8825757576	0.2582945017
80	0.8846880907	0.2540571904
81	0.8884688091	0.2522270071
82	0.8880455408	0.2507690772
83	0.8880455408	0.2505852239
84	0.8880455408	0.2494310121
85	0.8914285714	0.2458423311
86	0.8935361217	0.2444077946
87	0.8956356736	0.2417741031
88	0.8956356736	0.2413144837
89	0.8998109641	0.2375263774
90	0.89943074	0.2363423322
91	0.89943074	0.2345533017
92	0.89943074	0.2331225931
93	0.89943074	0.2318328279
94	0.9011406844	0.2298088545
95	0.9032258065	0.2259724052
96	0.9032258065	0.2240065135
97	0.9011406844	0.2226652956
98	0.9011406844	0.2223570455
99	0.9011406844	0.2207253715
100	0.9032258065	0.2178117455
101	0.9073724008	0.2151386006
102	0.9073724008	0.2147980191
103	0.9094339623	0.2126728768
104	0.9094339623	0.2120043288
105	0.9094339623	0.2104755424
106	0.9111531191	0.2085115713
107	0.9152542373	0.2067256275
108	0.9152542373	0.2060457001
109	0.9169811321	0.2043778305
110	0.9187145558	0.201959455
111	0.9187145558	0.2008921287
112	0.9187145558	0.2007749204
113	0.9187145558	0.2000234137
114	0.9210526316	0.1969401259
115	0.9210526316	0.1959229343
116	0.9210526316	0.1945515161
117	0.9193245779	0.1922306593
118	0.922787194	0.1910339189
119	0.922787194	0.1888484987
